hotel_name,hotel_url,review_date,review_item_user_review_count,review_score_badge,review_item_header_content,review_info_tag,review_staydate,review_sentence,review_label,review_traveler_type,review_time_of_travel,review_topic_annotated
Watkins Glen Harbor Hotel,watkins-glen-harbor.en-gb,25 November 2018,1 review,5.4,Over piced and poorly managed,"['Leisure trip', 'Couple', 'King Room with Village View', 'Stayed 1 night']",November 2018,Since they had another room it was ok that the reservation was a mess,0,Couple,Fall,1
Watkins Glen Harbor Hotel,watkins-glen-harbor.en-gb,25 November 2018,1 review,5.4,Over piced and poorly managed,"['Leisure trip', 'Couple', 'King Room with Village View', 'Stayed 1 night']",November 2018,Over priced all the way around,0,Couple,Fall,-1
Watkins Glen Harbor Hotel,watkins-glen-harbor.en-gb,21 July 2019,1 review,10.0,Best stay ever,"['Couple', 'King Room with Sofa Bed and Lake View', 'Stayed 2 nights', 'Submitted via mobile']",July 2019,Nothing that I didnt like,0,Couple,Summer,-1
Watkins Glen Harbor Hotel,watkins-glen-harbor.en-gb,13 June 2019,2 reviews,10.0,Exceptional,"['People with friends', 'Queen Room with Two Queen Beds with Village View', 'Stayed 2 nights', 'Submitted via mobile']",June 2019,Everything was top notch,0,People with friends,Summer,-1
Watkins Glen Harbor Hotel,watkins-glen-harbor.en-gb,24 May 2019,1 review,10.0,Exceptional,"['Leisure trip', 'Couple', 'King Room with Sofa Bed and Lake View', 'Stayed 1 night', 'Submitted via mobile']",May 2019,Hard to regulate temp in shower,0,Couple,Spring,5
Watkins Glen Harbor Hotel,watkins-glen-harbor.en-gb,11 April 2019,1 review,8.3,Very good,"['Leisure trip', 'Couple', 'King Room with Sofa Bed and Lake View', 'Stayed 2 nights']",April 2019,Linens spotted,0,Couple,Spring,7
The Whitby Hotel,the-whitby.en-gb,2 March 2020,4 reviews,10.0,Stylish friendly artistic comfortableI absolutely loved it,"['Business trip', 'Solo traveller', 'Luxury Room', 'Stayed 4 nights']",February 2020,I wish that I had a tub but not that big of a deal,0,Solo traveler,Winter,5
The Whitby Hotel,the-whitby.en-gb,2 March 2020,4 reviews,10.0,Stylish friendly artistic comfortableI absolutely loved it,"['Business trip', 'Solo traveller', 'Luxury Room', 'Stayed 4 nights']",February 2020,Very pricey,0,Solo traveler,Winter,-1
The Whitby Hotel,the-whitby.en-gb,2 March 2020,4 reviews,10.0,Stylish friendly artistic comfortableI absolutely loved it,"['Business trip', 'Solo traveller', 'Luxury Room', 'Stayed 4 nights']",February 2020,Hard to come up with things that I didnt like,0,Solo traveler,Winter,-1
The Whitby Hotel,the-whitby.en-gb,2 March 2020,4 reviews,10.0,Stylish friendly artistic comfortableI absolutely loved it,"['Business trip', 'Solo traveller', 'Luxury Room', 'Stayed 4 nights']",February 2020,I really loved the hotel,0,Solo traveler,Winter,-1
The Whitby Hotel,the-whitby.en-gb,2 March 2020,4 reviews,10.0,Stylish friendly artistic comfortableI absolutely loved it,"['Business trip', 'Solo traveller', 'Luxury Room', 'Stayed 4 nights']",February 2020,Very stylish and professional,0,Solo traveler,Winter,-1
The Whitby Hotel,the-whitby.en-gb,2 March 2020,4 reviews,10.0,Stylish friendly artistic comfortableI absolutely loved it,"['Business trip', 'Solo traveller', 'Luxury Room', 'Stayed 4 nights']",February 2020,Loved the staff,0,Solo traveler,Winter,-1
The Whitby Hotel,the-whitby.en-gb,23 February 2020,1 review,8.0,GREAT LOCATION FOR APPOINTMENT AND NEAR BY SHOPPING,"['Leisure trip', 'Couple', 'Superior Room', 'Stayed 1 night']",February 2020,VIEW WAS TERRIBLE,0,Couple,Winter,4
The Whitby Hotel,the-whitby.en-gb,29 January 2020,14 reviews,9.0,Superb,"['Leisure trip', 'Couple', 'Luxury Room', 'Stayed 3 nights']",January 2020,Our view was terrible,0,Couple,Winter,4
The Whitby Hotel,the-whitby.en-gb,29 January 2020,14 reviews,9.0,Superb,"['Leisure trip', 'Couple', 'Luxury Room', 'Stayed 3 nights']",January 2020,Our room at the front of the property faced a construction site and its garbage dumpster,0,Couple,Winter,4
The Whitby Hotel,the-whitby.en-gb,29 January 2020,14 reviews,9.0,Superb,"['Leisure trip', 'Couple', 'Luxury Room', 'Stayed 3 nights']",January 2020,We therefore kept the curtains closed,0,Couple,Winter,6
The Whitby Hotel,the-whitby.en-gb,29 January 2020,14 reviews,9.0,Superb,"['Leisure trip', 'Couple', 'Luxury Room', 'Stayed 3 nights']",January 2020,I guess it wont be an issue once the building is complete,0,Couple,Winter,-1
The Whitby Hotel,the-whitby.en-gb,3 January 2020,3 reviews,10.0,Home away from home,"['Leisure trip', 'Couple', 'Luxury Room', 'Stayed 6 nights', 'Submitted via mobile']",January 2020,The immediate surroundings theres garbage on the sidewalks,0,Couple,Winter,4
The Whitby Hotel,the-whitby.en-gb,24 December 2019,4 reviews,9.6,Exceptional,"['Leisure trip', 'Family with young children', 'Luxury Room', 'Stayed 4 nights', 'Submitted via mobile']",December 2019,Front desk zone is too weak in comparison with the rest of the hotel,0,Family with young children,Winter,3
The Whitby Hotel,the-whitby.en-gb,5 December 2019,15 reviews,10.0,Wish we had stayed longer  next time 7 days,"['Leisure trip', 'Family with young children', 'Superior Room', 'Stayed 5 nights']",December 2019,They didnt answer my email,0,Family with young children,Winter,-1
The Whitby Hotel,the-whitby.en-gb,27 October 2019,7 reviews,10.0,The best in NYC,"['Leisure trip', 'Couple', 'Deluxe Room', 'Stayed 5 nights', 'Submitted via mobile']",October 2019,I loved everything,0,Couple,Fall,-1
The Whitby Hotel,the-whitby.en-gb,25 October 2019,5 reviews,9.6,I have finally found my hotel in midtown,"['Business trip', 'Couple', 'Superior Room', 'Stayed 1 night']",October 2019,Layout of the bathroom,0,Couple,Fall,5
The Whitby Hotel,the-whitby.en-gb,8 October 2019,21 reviews,10.0,My New Favorite NYC Hotel,"['Leisure trip', 'Couple', 'Deluxe Room', 'Stayed 2 nights']",October 2019,There is not one thing to dislike about this hotel  its incredibly clean quiet the staff is AMAZING and the artworkinterior design is incredible,0,Couple,Fall,-1
The Whitby Hotel,the-whitby.en-gb,8 October 2019,21 reviews,10.0,My New Favorite NYC Hotel,"['Leisure trip', 'Couple', 'Deluxe Room', 'Stayed 2 nights']",October 2019,I havent eaten a meal in the restaurant but did enjoy a glass of one or two during our two night stay,0,Couple,Fall,-1
The Whitby Hotel,the-whitby.en-gb,30 September 2019,1 review,9.2,Exquisite decor rooms comfy desk and door staff are of a very high standard Nothing was a problem,"['Leisure trip', 'Solo traveller', 'Luxury Room', 'Stayed 6 nights', 'Submitted via mobile']",ptember 2019,Wish there could have been tea making facilities in the room,0,Solo traveler,Fall,6
The Whitby Hotel,the-whitby.en-gb,25 September 2019,23 reviews,9.6,Exceptional,"['Leisure trip', 'Couple', 'Junior Suite', 'Stayed 2 nights', 'Submitted via mobile']",ptember 2019,The street it is on is very dirty but worth walking through it to get to the hotel,0,Couple,Fall,4
The Whitby Hotel,the-whitby.en-gb,12 September 2019,7 reviews,9.6,Fabulous,"['Leisure trip', 'Couple', 'Deluxe Room', 'Stayed 3 nights', 'Submitted via mobile']",ptember 2019,Would have liked a hot water kettle,0,Couple,Fall,6
The Whitby Hotel,the-whitby.en-gb,11 October 2018,16 reviews,9.6,Exceptional,"['Leisure trip', 'Solo traveller', 'Junior Suite', 'Stayed 4 nights', 'Submitted via mobile']",October 2018,Nothing really,0,Solo traveler,Fall,-1
The Whitby Hotel,the-whitby.en-gb,17 September 2018,1 review,10.0,I can’t wait to come back soon,"['Leisure trip', 'Solo traveller', 'Superior Room', 'Stayed 1 night', 'Submitted via mobile']",ptember 2018,I did not dislike one thing about the Whitby I loved every moment,0,Solo traveler,Fall,-1
The Whitby Hotel,the-whitby.en-gb,13 September 2018,14 reviews,10.0,Amazing experience,"['Leisure trip', 'Couple', 'Luxury Room', 'Stayed 5 nights', 'Submitted via mobile']",ptember 2018,View from room,0,Couple,Fall,6
The Whitby Hotel,the-whitby.en-gb,12 September 2018,26 reviews,10.0,Exceptional,"['Leisure trip', 'Family with young children', 'Luxury Room', 'Stayed 3 nights', 'Submitted via mobile']",ptember 2018,There is nothing that I did not like about it it was wonderful,0,Family with young children,Fall,-1
The Whitby Hotel,the-whitby.en-gb,10 September 2018,1 review,9.6,Calm oasis in New York City,"['Leisure trip', 'Group', 'Luxury Room', 'Stayed 2 nights', 'Submitted via mobile']",ptember 2018,Not a thing,0,Group,Fall,-1
The Whitby Hotel,the-whitby.en-gb,31 August 2018,4 reviews,10.0,My new favourite hotel,"['Leisure trip', 'Couple', 'Deluxe Room', 'Stayed 5 nights']",August 2018,Nothing,0,Couple,Summer,-1
The Whitby Hotel,the-whitby.en-gb,31 August 2018,2 reviews,10.0,It made my New York experience,"['Leisure trip', 'Solo traveller', 'Superior Room', 'Stayed 7 nights']",August 2018,Nothing really,0,Solo traveler,Summer,-1
The Whitby Hotel,the-whitby.en-gb,31 August 2018,2 reviews,10.0,It made my New York experience,"['Leisure trip', 'Solo traveller', 'Superior Room', 'Stayed 7 nights']",August 2018,Wish I couldve stayed longer thats all,0,Solo traveler,Summer,-1
The Whitby Hotel,the-whitby.en-gb,23 August 2018,22 reviews,10.0,Exceptional,"['Leisure trip', 'Family with young children', 'Junior Suite', 'Stayed 3 nights', 'Submitted via mobile']",August 2018,Nothing really,0,Family with young children,Summer,-1
The Whitby Hotel,the-whitby.en-gb,27 July 2018,75 reviews,8.3,Very good,"['Leisure trip', 'Family with young children', 'Junior Suite', 'Stayed 4 nights', 'Submitted via mobile']",July 2018,Bit expensive for what you get,0,Family with young children,Summer,-1
The Whitby Hotel,the-whitby.en-gb,6 July 2018,1 review,9.2,Great,"['Leisure trip', 'Couple', 'Superior Room', 'Stayed 1 night']",June 2018,The portion sizes of breakfast could have been better as was quite small and didnt fill up my partner,0,Couple,Summer,2
The Whitby Hotel,the-whitby.en-gb,6 July 2018,1 review,9.2,Great,"['Leisure trip', 'Couple', 'Superior Room', 'Stayed 1 night']",June 2018,But it was delicious,0,Couple,Summer,-1
The Whitby Hotel,the-whitby.en-gb,28 June 2018,8 reviews,10.0,A stay in NY to Cherish,"['Business trip', 'Group', 'Luxury Room', 'Stayed 1 night', 'Submitted via mobile']",June 2018,Not being able to stay longer,0,Group,Summer,-1
The Whitby Hotel,the-whitby.en-gb,27 June 2018,12 reviews,10.0,Exceptional,"['Leisure trip', 'Family with young children', 'Superior Room', 'Stayed 1 night', 'Submitted via mobile']",June 2018,Nothing,0,Family with young children,Summer,-1
The Whitby Hotel,the-whitby.en-gb,15 June 2018,11 reviews,9.6,Exceptional,"['Leisure trip', 'Couple', 'Luxury Room', 'Stayed 1 night', 'Submitted via mobile']",June 2018,Too close to Trump Tower closure ,0,Couple,Summer,4
The Whitby Hotel,the-whitby.en-gb,15 June 2018,11 reviews,9.6,Exceptional,"['Leisure trip', 'Couple', 'Luxury Room', 'Stayed 1 night', 'Submitted via mobile']",June 2018,Housekeeping cleaned the room even with a do not disturb sign,0,Couple,Summer,1
The Roxbury,the-roxbury-roxbury.en-gb,3 February 2020,1 review,9.0,Superb,"['Leisure trip', 'Family with young children', 'Two-Bedroom Suite with one Bathroom', 'Stayed 1 night', 'Submitted via mobile']",February 2020,Wish the room had better lighting all the little lamps were not enough,0,Family with young children,Winter,6
The Roxbury,the-roxbury-roxbury.en-gb,3 February 2020,1 review,9.0,Superb,"['Leisure trip', 'Family with young children', 'Two-Bedroom Suite with one Bathroom', 'Stayed 1 night', 'Submitted via mobile']",February 2020,Was great otherwise,0,Family with young children,Winter,-1
The Roxbury,the-roxbury-roxbury.en-gb,31 January 2020,4 reviews,10.0,Exceptional,"['Leisure trip', 'Group', 'Two-Bedroom Suite with Two Bathrooms', 'Stayed 1 night', 'Submitted via mobile']",January 2020,Wifi not working all the time,0,Group,Winter,3
The Roxbury,the-roxbury-roxbury.en-gb,27 January 2020,9 reviews,9.0,Superb,"['Leisure trip', 'Couple', 'Classic Contemporary Two Double', 'Stayed 2 nights', 'Submitted via mobile']",January 2020,Theres not enough food options around to eat other than that great,0,Couple,Winter,4
The Roxbury,the-roxbury-roxbury.en-gb,26 January 2020,1 review,9.0,Superb,"['Leisure trip', 'Couple', 'Classic Contemporary Queen', 'Stayed 2 nights', 'Submitted via mobile']",January 2020,Amazing rooms with unique themes,0,Couple,Winter,-1
The Roxbury,the-roxbury-roxbury.en-gb,21 January 2020,2 reviews,10.0,It was great,"['Leisure trip', 'Couple', 'King Theme Room', 'Stayed 1 night']",January 2020,I paid for the larger room with the 2 floors but received only a walkin Besides this it was all good,0,Couple,Winter,6
The Roxbury,the-roxbury-roxbury.en-gb,18 January 2020,1 review,9.0,It was a great escape from the city Beautiful and eclectic design with lovely people,"['Leisure trip', 'Couple', 'Standard Studio', 'Stayed 2 nights']",December 2019,The breakfast was cute but just ok,0,Couple,Winter,2
The Roxbury,the-roxbury-roxbury.en-gb,18 January 2020,1 review,9.0,It was a great escape from the city Beautiful and eclectic design with lovely people,"['Leisure trip', 'Couple', 'Standard Studio', 'Stayed 2 nights']",December 2019,It would have been exceptional if the pastries were fresh from a local bakery or something,0,Couple,Winter,2
The Roxbury,the-roxbury-roxbury.en-gb,13 January 2020,2 reviews,10.0,Exceptional,"['Leisure trip', 'Couple', 'Classic Contemporary King', 'Stayed 1 night']",December 2019,The drive to Margaretville for dinner was a little far,0,Couple,Winter,4
The Roxbury,the-roxbury-roxbury.en-gb,2 January 2020,1 review,8.0,we enjoyed it,"['Leisure trip', 'Couple', 'King Theme Room', 'Stayed 1 night']",December 2019,the room was hot  other than that great,0,Couple,Winter,0
The Roxbury,the-roxbury-roxbury.en-gb,25 December 2019,3 reviews,10.0,We loved everything about the Roxbury It couldn’t be more charming,"['Business trip', 'Couple', 'Standard Studio', 'Stayed 3 nights', 'Submitted via mobile']",December 2019,NOTHING,0,Couple,Winter,-1
The Roxbury,the-roxbury-roxbury.en-gb,15 November 2019,1 review,8.0,Comfortable and cozy,"['Leisure trip', 'Couple', 'Standard Studio', 'Stayed 2 nights', 'Submitted via mobile']",November 2019,Walls very thin,0,Couple,Fall,0
The Roxbury,the-roxbury-roxbury.en-gb,15 November 2019,1 review,8.0,Comfortable and cozy,"['Leisure trip', 'Couple', 'Standard Studio', 'Stayed 2 nights', 'Submitted via mobile']",November 2019,Could hear people next door and a few rude people were very loud at 1030 pm and could hear every word they were saying as if they were in the room,0,Couple,Fall,0
The Roxbury,the-roxbury-roxbury.en-gb,9 November 2019,2 reviews,10.0,Lovely getaway ,"['Leisure trip', 'Group', 'Standard Studio', 'Stayed 1 night', 'Submitted via mobile']",November 2019,All good,0,Group,Fall,-1
The Roxbury,the-roxbury-roxbury.en-gb,1 November 2019,1 review,10.0,Great,"['Leisure trip', 'Couple', 'Classic Contemporary King', 'Stayed 1 night']",October 2019,Everything was good for us,0,Couple,Fall,-1
The Roxbury,the-roxbury-roxbury.en-gb,24 October 2019,12 reviews,9.2,Unique style rooms peaceful location,"['Leisure trip', 'Couple', 'Queen Theme Room', 'Stayed 1 night', 'Submitted via mobile']",October 2019,We could not work out how to turn the tap on in the bath so just used the shower to fill the bath,0,Couple,Fall,5
The Roxbury,the-roxbury-roxbury.en-gb,24 October 2019,12 reviews,9.2,Unique style rooms peaceful location,"['Leisure trip', 'Couple', 'Queen Theme Room', 'Stayed 1 night', 'Submitted via mobile']",October 2019,Breakfast was great but it would be good if the reception told you about it in advance we just walked past it while checking out otherwise we wouldnt have known it was there,0,Couple,Fall,1
The Roxbury,the-roxbury-roxbury.en-gb,4 February 2019,2 reviews,8.3,I enjoyed my time here,"['Leisure trip', 'Group', 'Classic Contemporary King', 'Stayed 1 night', 'Submitted via mobile']",February 2019,All good,0,Group,Winter,-1
The Roxbury,the-roxbury-roxbury.en-gb,4 February 2019,2 reviews,8.3,I enjoyed my time here,"['Leisure trip', 'Group', 'Classic Contemporary King', 'Stayed 1 night', 'Submitted via mobile']",February 2019,No complaints,0,Group,Winter,-1
The Roxbury,the-roxbury-roxbury.en-gb,4 February 2019,5 reviews,10.0,Exceptional,"['Leisure trip', 'Couple', 'Standard Studio', 'Stayed 2 nights', 'Submitted via mobile']",February 2019,That I had to leave hahaha,0,Couple,Winter,-1
The Roxbury,the-roxbury-roxbury.en-gb,3 February 2019,7 reviews,9.6,AMAZING STAFF ROOMS AND PROPERTY WITH AMAZING ATMOSPHERE AND AMBIANCE,"['Leisure trip', 'Couple', 'Standard Studio', 'Stayed 2 nights', 'Submitted via mobile']",February 2019,No real honest complaints ,0,Couple,Winter,-1
The Roxbury,the-roxbury-roxbury.en-gb,3 February 2019,7 reviews,9.6,AMAZING STAFF ROOMS AND PROPERTY WITH AMAZING ATMOSPHERE AND AMBIANCE,"['Leisure trip', 'Couple', 'Standard Studio', 'Stayed 2 nights', 'Submitted via mobile']",February 2019,I do wish the fire outdoors was going so we could sip and sit around that ,0,Couple,Winter,3
The Roxbury,the-roxbury-roxbury.en-gb,3 February 2019,7 reviews,9.6,AMAZING STAFF ROOMS AND PROPERTY WITH AMAZING ATMOSPHERE AND AMBIANCE,"['Leisure trip', 'Couple', 'Standard Studio', 'Stayed 2 nights', 'Submitted via mobile']",February 2019,Also next time i would book a king room because the full im not used to,0,Couple,Winter,6
The Roxbury,the-roxbury-roxbury.en-gb,30 January 2019,1 review,9.2,This was a super relaxing trip and we really enjoyed our stay Will be back to try the suites,"['Leisure trip', 'Couple', 'Classic Contemporary King', 'Stayed 1 night']",January 2019,There are not many restaurants nearby,0,Couple,Winter,4
The Roxbury,the-roxbury-roxbury.en-gb,8 January 2019,11 reviews,10.0,Unbelievable Excellent We will tell all our friends to come here,"['Leisure trip', 'Group', 'Two-Bedroom Suite with Two Bathrooms', 'Stayed 1 night', 'Submitted via mobile']",January 2019,There is nothing not to like,0,Group,Winter,-1
The Roxbury,the-roxbury-roxbury.en-gb,8 January 2019,8 reviews,9.2,Superb,"['Leisure trip', 'Couple', 'Classic Contemporary King', 'Stayed 2 nights', 'Submitted via mobile']",January 2019,The location is a little far from others things to do in the area but the Catskills requires a good deal of driving no matter what,0,Couple,Winter,4
The Roxbury,the-roxbury-roxbury.en-gb,8 January 2019,8 reviews,9.2,Superb,"['Leisure trip', 'Couple', 'Classic Contemporary King', 'Stayed 2 nights', 'Submitted via mobile']",January 2019,My wife also complained to me that the bed wasnt comfortable but I had no problem with it,0,Couple,Winter,7
The Roxbury,the-roxbury-roxbury.en-gb,8 January 2019,8 reviews,9.2,Superb,"['Leisure trip', 'Couple', 'Classic Contemporary King', 'Stayed 2 nights', 'Submitted via mobile']",January 2019,The breakfast is just pastries yogurts and cold cuts,0,Couple,Winter,2
The Roxbury,the-roxbury-roxbury.en-gb,7 January 2019,1 review,10.0,Pleasant,"['Leisure trip', 'Family with young children', 'Two-Bedroom Suite with Two Bathrooms', 'Stayed 3 nights', 'Submitted via mobile']",January 2019,A toaster during breakfast would be great,0,Family with young children,Winter,2
The Roxbury,the-roxbury-roxbury.en-gb,25 December 2018,8 reviews,10.0,Exceptional,"['Leisure trip', 'Couple', 'Standard Studio', 'Stayed 1 night', 'Submitted via mobile']",December 2018,Nothing to report,0,Couple,Winter,-1
The Roxbury,the-roxbury-roxbury.en-gb,24 December 2018,2 reviews,10.0,Amazing Boutique experience,"['Leisure trip', 'Couple', 'Classic Contemporary King', 'Stayed 2 nights', 'Submitted via mobile']",December 2018,That I had to leave,0,Couple,Winter,-1
The Roxbury,the-roxbury-roxbury.en-gb,26 November 2018,4 reviews,10.0,Our stay was perfection in every conceivable way and we were truly deeply impressed,"['Leisure trip', 'Group', 'Classic Contemporary Two Double', 'Stayed 1 night', 'Submitted via mobile']",November 2018,Absolutely nothing,0,Group,Fall,-1
The Roxbury,the-roxbury-roxbury.en-gb,8 November 2018,1 review,9.6,Awesome We literally danced the night away in the disco themed room Will def return ,"['Leisure trip', 'Group', 'Classic Contemporary King', 'Stayed 2 nights']",November 2018,Only drawback nothing much to do in the area,0,Group,Fall,4
The Roxbury,the-roxbury-roxbury.en-gb,19 October 2018,4 reviews,10.0,A fun place ,"['Leisure trip', 'Family with young children', 'Classic Contemporary Two Double', 'Stayed 1 night', 'Submitted via mobile']",October 2018,Few choices to eat,0,Family with young children,Fall,4
The Roxbury,the-roxbury-roxbury.en-gb,17 October 2018,1 review,9.6,Pleasant absolutely enjoyable Wished we could have stayed longer,"['Leisure trip', 'Couple', 'Classic Contemporary King', 'Stayed 1 night', 'Submitted via mobile']",October 2018,I wished it were closer to home,0,Couple,Fall,-1
The Roxbury,the-roxbury-roxbury.en-gb,15 October 2018,3 reviews,9.6,Exceptional,"['Leisure trip', 'Couple', 'Queen Theme Room', 'Stayed 2 nights']",October 2018,A little more variety at breakfast would be nice  for example hard boiled eggs and nondairy milk,0,Couple,Fall,2
The Roxbury,the-roxbury-roxbury.en-gb,15 October 2018,3 reviews,9.6,Exceptional,"['Leisure trip', 'Couple', 'Queen Theme Room', 'Stayed 2 nights']",October 2018,A slightly earlier checkin time would also have been helpful,0,Couple,Fall,1
The Roxbury,the-roxbury-roxbury.en-gb,11 October 2018,6 reviews,10.0,The Inn with the Hobbit door ,"['Leisure trip', 'Couple', 'Queen Theme Room', 'Stayed 1 night', 'Submitted via mobile']",October 2018,Nothing,0,Couple,Fall,-1
The Roxbury,the-roxbury-roxbury.en-gb,11 October 2018,6 reviews,10.0,The Inn with the Hobbit door ,"['Leisure trip', 'Couple', 'Queen Theme Room', 'Stayed 1 night', 'Submitted via mobile']",October 2018,Honestly Nothing,0,Couple,Fall,-1
Homewood Suites By Hilton Clifton Park,homewood-suites-by-hilton-clifton-park.en-gb,23 February 2020,3 reviews,10.0,Beautiful hotel So spacious and had a great comfortable feel,"['Leisure trip', 'Family with young children', 'Queen Suite with Two Queen Beds - Hearing Accessible - Non-Smoking', 'Stayed 2 nights', 'Submitted via mobile']",February 2020,We stayed 2 nights and they never replenished the towels hand towels wash cloths or toiletries,0,Family with young children,Winter,5
Homewood Suites By Hilton Clifton Park,homewood-suites-by-hilton-clifton-park.en-gb,23 February 2020,3 reviews,10.0,Beautiful hotel So spacious and had a great comfortable feel,"['Leisure trip', 'Family with young children', 'Queen Suite with Two Queen Beds - Hearing Accessible - Non-Smoking', 'Stayed 2 nights', 'Submitted via mobile']",February 2020,My daughter and I have long hair and there was not enough shampoo,0,Family with young children,Winter,5
Homewood Suites By Hilton Clifton Park,homewood-suites-by-hilton-clifton-park.en-gb,23 February 2020,3 reviews,10.0,Beautiful hotel So spacious and had a great comfortable feel,"['Leisure trip', 'Family with young children', 'Queen Suite with Two Queen Beds - Hearing Accessible - Non-Smoking', 'Stayed 2 nights', 'Submitted via mobile']",February 2020,We also had to call down for clean towels,0,Family with young children,Winter,5
Homewood Suites By Hilton Clifton Park,homewood-suites-by-hilton-clifton-park.en-gb,23 February 2020,3 reviews,10.0,Beautiful hotel So spacious and had a great comfortable feel,"['Leisure trip', 'Family with young children', 'Queen Suite with Two Queen Beds - Hearing Accessible - Non-Smoking', 'Stayed 2 nights', 'Submitted via mobile']",February 2020,They did come right away,0,Family with young children,Winter,-1
Homewood Suites By Hilton Clifton Park,homewood-suites-by-hilton-clifton-park.en-gb,22 October 2019,1 review,9.6,Excellent hotel with friendly staff great food and value for money,"['Leisure trip', 'Family with young children', 'One-Bedroom Queen Suite with Two Queen Beds - Non-Smoking', 'Stayed 1 night']",October 2019,Complementary Wifi is really bad,0,Family with young children,Fall,3
Homewood Suites By Hilton Clifton Park,homewood-suites-by-hilton-clifton-park.en-gb,22 October 2019,1 review,9.6,Excellent hotel with friendly staff great food and value for money,"['Leisure trip', 'Family with young children', 'One-Bedroom Queen Suite with Two Queen Beds - Non-Smoking', 'Stayed 1 night']",October 2019,You could hardly use it for anything,0,Family with young children,Fall,-1
Homewood Suites By Hilton Clifton Park,homewood-suites-by-hilton-clifton-park.en-gb,8 September 2019,15 reviews,10.0,Great value ,"['Leisure trip', 'Family with young children', 'One-Bedroom Queen Suite with Two Queen Beds - Non-Smoking', 'Stayed 1 night', 'Submitted via mobile']",ptember 2019,I liked everything,0,Family with young children,Fall,-1
Homewood Suites By Hilton Clifton Park,homewood-suites-by-hilton-clifton-park.en-gb,21 May 2019,7 reviews,9.6,Fantastic Hotel for family,"['Leisure trip', 'Family with young children', 'Queen Suite with Two Queen Beds and Bath Tub - Disability Access', 'Stayed 1 night', 'Submitted via mobile']",May 2019,Nothing at all,0,Family with young children,Spring,-1
Homewood Suites By Hilton Clifton Park,homewood-suites-by-hilton-clifton-park.en-gb,18 May 2019,1 review,9.6,Very clean and comfortable,"['Family with young children', 'One-Bedroom Queen Suite with Two Queen Beds - Non-Smoking', 'Stayed 1 night', 'Submitted via mobile']",May 2019,Shower temperature kept changing probably due to others showering at the same time shower was slippery safety issue iron steam function was hard to get going,0,Family with young children,Spring,5
Homewood Suites By Hilton Clifton Park,homewood-suites-by-hilton-clifton-park.en-gb,2 May 2019,1 review,8.3,Very good,"['Business trip', 'Couple', 'King Studio Suite - Non-Smoking', 'Stayed 1 night']",April 2019,Room was cold and temperature settings didnt adjust well bathroom was small,0,Couple,Spring,0
Homewood Suites By Hilton Clifton Park,homewood-suites-by-hilton-clifton-park.en-gb,25 April 2019,4 reviews,10.0,Exceptional,"['Leisure trip', 'Family with young children', 'King Studio Suite - Non-Smoking', 'Stayed 1 night', 'Submitted via mobile']",April 2019,Everything good,0,Family with young children,Spring,-1
Homewood Suites By Hilton Clifton Park,homewood-suites-by-hilton-clifton-park.en-gb,22 April 2019,6 reviews,9.2,Superb,"['Leisure trip', 'Family with young children', 'Queen Suite with Two Queen Beds - Hearing Accessible - Non-Smoking', 'Stayed 3 nights', 'Submitted via mobile']",April 2019,We didnt see any vending machines and wish there was hot tub with pool area,0,Family with young children,Spring,3
Homewood Suites By Hilton Clifton Park,homewood-suites-by-hilton-clifton-park.en-gb,15 March 2019,4 reviews,10.0,Very comfortable and satisfying Thank you,"['Leisure trip', 'Group', 'One-Bedroom Queen Suite with Two Queen Beds - Non-Smoking', 'Stayed 1 night', 'Submitted via mobile']",March 2019,The only negative was the ceiling fan in the bedroom did not work,0,Group,Spring,6
Homewood Suites By Hilton Clifton Park,homewood-suites-by-hilton-clifton-park.en-gb,15 March 2019,4 reviews,10.0,Very comfortable and satisfying Thank you,"['Leisure trip', 'Group', 'One-Bedroom Queen Suite with Two Queen Beds - Non-Smoking', 'Stayed 1 night', 'Submitted via mobile']",March 2019,We were not sure if it was us not knowing how to work it or if it was truely not working,0,Group,Spring,-1
Homewood Suites By Hilton Clifton Park,homewood-suites-by-hilton-clifton-park.en-gb,15 March 2019,4 reviews,10.0,Very comfortable and satisfying Thank you,"['Leisure trip', 'Group', 'One-Bedroom Queen Suite with Two Queen Beds - Non-Smoking', 'Stayed 1 night', 'Submitted via mobile']",March 2019,We did not tell the staff until we checked out,0,Group,Spring,-1
Homewood Suites By Hilton Clifton Park,homewood-suites-by-hilton-clifton-park.en-gb,10 March 2019,3 reviews,10.0,My 3 year old was crying that she was not leaving,"['Leisure trip', 'Family with young children', 'Queen Suite with Two Queen Beds - Hearing Accessible - Non-Smoking', 'Stayed 1 night', 'Submitted via mobile']",March 2019,I didnt mind at all but my kids said the pool was a little too cool not my opinion though,0,Family with young children,Spring,3
Homewood Suites By Hilton Clifton Park,homewood-suites-by-hilton-clifton-park.en-gb,24 February 2019,1 review,9.2,Superb,"['Leisure trip', 'Family with young children', 'King Studio Suite - Non-Smoking', 'Stayed 2 nights', 'Submitted via mobile']",February 2019,I really wanted there to be a hot tub,0,Family with young children,Winter,5
